,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,Added By,Added At,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Label
2280,spotify:track:5JiDAjj3TLeY9yTVKftzGX,Georges,spotify:artist:1OFOKIy5EApmWLyZDqihA4,Lucien & The Kimono Orchestra,spotify:album:6ElmNic4E3q4LfEyHbqu31,Horizon,spotify:artist:1OFOKIy5EApmWLyZDqihA4,Lucien & The Kimono Orchestra,2018-02-09,https://i.scdn.co/image/ab67616d0000b2732a3e60854087eeb778c4430b,1,4,200133,,False,1,,2018-03-30T03:41:18Z,0.683,0.514,1.0,-8.144,1.0,0.0317,0.122,0.743,0.12,0.208,94.968,4.0,False
2281,spotify:track:3bBmpVl9rQKJsFFGLFilIS,Charcoal Baby,spotify:artist:6LEeAFiJF8OuPx747e1wxR,Blood Orange,spotify:album:7bvmGyFDwpHNRRRZJ0AHvn,Negro Swan,spotify:artist:6LEeAFiJF8OuPx747e1wxR,Blood Orange,2018-08-24,https://i.scdn.co/image/ab67616d0000b27347dd2ca47ec9bf14559e17c6,1,7,242341,https://p.scdn.co/mp3-preview/62e69b1c9e166222e076d1e71c60aa1218bb4e91?cid=9950ac751e34487dbbe027c4fd7f8e99,False,65,,2020-01-28T07:00:26Z,0.622,0.46,7.0,-8.389,0.0,0.0372,0.14,0.000369,0.119,0.514,183.241,4.0,True
2282,spotify:track:1MtwMDDHn35PP9eVMK6Dwd,Lolita,spotify:artist:00FQb4jTyendYWaN8pK0wa,Lana Del Rey,spotify:album:3TtsWmvFbChKTWIRfa85lS,Born To Die (Bonus Track Version),spotify:artist:00FQb4jTyendYWaN8pK0wa,Lana Del Rey,2012-01-30,https://i.scdn.co/image/ab67616d0000b27377a3afdbf4d24dd545105177,1,14,219026,https://p.scdn.co/mp3-preview/521c319915e663cfec6b6ef254edf4608b38b831?cid=9950ac751e34487dbbe027c4fd7f8e99,False,42,,2017-04-22T08:10:41Z,0.504,0.942,0.0,-4.28,0.0,0.102,0.0811,3.17e-05,0.339,0.148,135.992,4.0,False
2283,spotify:track:6Ius4TC0L3cN74HT7ENE6e,Wet Dreamz,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,J. Cole,spotify:album:7viNUmZZ8ztn2UB4XB3jIL,2014 Forest Hills Drive,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,J. Cole,2014-12-09,https://i.scdn.co/image/ab67616d0000b2736aca031ccc27d2e4dd829d14,1,3,239320,https://p.scdn.co/mp3-preview/7bb746f02d20bd32e290e418c4bf462556c2b53c?cid=9950ac751e34487dbbe027c4fd7f8e99,True,81,,2015-10-26T01:40:02Z,0.517,0.705,6.0,-8.205,0.0,0.364,0.0751,0.0,0.128,0.584,175.906,4.0,True
2284,spotify:track:49FYlytm3dAAraYgpoJZux,Umbrella,"spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:3nFkdlSjzX9mRTtwJOzDYB","Rihanna, JAY-Z",spotify:album:3JSWZWeTHF4HDGt5Eozdy7,Good Girl Gone Bad: Reloaded,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2008-06-02,https://i.scdn.co/image/ab67616d0000b273f9f27162ab1ed45b8d7a7e98,1,1,275986,https://p.scdn.co/mp3-preview/d2f6c09abf795c6842cab7e60310cd7cd10898c5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,82,,2018-01-07T19:56:52Z,0.583,0.829,1.0,-4.603,1.0,0.134,0.00864,0.0,0.0426,0.575,174.028,4.0,True
2285,spotify:track:0zL76omZWytdTtyXKVfuDw,Homemade Dynamite,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,Lorde,spotify:album:4oCGmYsAQOWt2ACWTpNUU6,Melodrama,spotify:artist:163tK9Wjr9P9DmM0AVK7lm,Lorde,2017-11-10,https://i.scdn.co/image/ab67616d0000b27375083e2519d18ee196df3558,1,3,189796,https://p.scdn.co/mp3-preview/81f715f8769922150c69c7078dad4c5014b730ed?cid=9950ac751e34487dbbe027c4fd7f8e99,True,59,,2018-05-21T21:01:05Z,0.771,0.431,10.0,-5.423,1.0,0.0577,0.287,2.75e-06,0.0934,0.268,107.047,4.0,True
2286,spotify:track:5MtCEB1r6jzRIu5KZHOrNA,Hawkins,spotify:artist:00oL7zWxmWveTsKF7DnIRd,Kyle Dixon & Michael Stein,spotify:album:1puplOrvmUGoq2VxsB0ENJ,"Stranger Things, Vol. 1 (a Netflix Original Series Soundtrack)",spotify:artist:00oL7zWxmWveTsKF7DnIRd,Kyle Dixon & Michael Stein,2016-08-12,https://i.scdn.co/image/ab67616d0000b2733fbdbf37626f8bee2abe8a39,1,10,300506,https://p.scdn.co/mp3-preview/7bdd961cff7c4c2908f293a75c7707e47e06e893?cid=9950ac751e34487dbbe027c4fd7f8e99,False,34,,2018-02-13T15:55:18Z,0.0613,0.0939,8.0,-19.195,0.0,0.0429,0.837,0.858,0.134,0.0309,204.122,4.0,True
2287,spotify:track:36fK9UwNeEMfK4uWUc5p2V,I Sat with You with Cigarettes and Beer Looking at the Stars,spotify:artist:0Q2Tc5yZFJpumLMc7Yz4e4,Tomppabeats,spotify:album:1pF698J7akmuCmKQQvZ4B2,Discography 2016,spotify:artist:0Q2Tc5yZFJpumLMc7Yz4e4,Tomppabeats,2016-06-02,https://i.scdn.co/image/ab67616d0000b273dd63b1402b42588f75e68827,1,6,71351,https://p.scdn.co/mp3-preview/160c7a6e23a2b83868ad7e27bfec917b9839c2c3?cid=9950ac751e34487dbbe027c4fd7f8e99,False,39,,2017-05-03T22:51:08Z,0.746,0.599,7.0,-9.564,1.0,0.218,0.401,0.739,0.321,0.785,185.387,4.0,False
2288,spotify:track:232HDN1OQ12Pdw4qb9wzKu,Give You Up - Darius Remix,"spotify:artist:1byiL1WtteUjvqT6GhlEfh, spotify:artist:3cWOwptrfEuGMJ2cM7ipc3, spotify:artist:5vfEaoOBcK0Lzr07WN8KaK","Crayon, KLP, Darius",spotify:album:4tR6KO6eyCDWEJRO3NluSH,Crayon - Give You Up,spotify:artist:1byiL1WtteUjvqT6GhlEfh,Crayon,2013,https://i.scdn.co/image/ab67616d0000b273e5e8801f7ad512becb35e299,1,7,324895,https://p.scdn.co/mp3-preview/2e99ce87002853620ae167a3faae7aafffdb5da4?cid=9950ac751e34487dbbe027c4fd7f8e99,False,51,,2021-03-06T05:22:44Z,0.849,0.507,3.0,-8.763,0.0,0.0778,0.366,0.686,0.07,0.66,107.982,4.0,False
2289,spotify:track:72fuu9qDb0xXCH9vIaeJGa,Slack,"spotify:artist:7ItbAZITSFxSy5LJChXe18, spotify:artist:1ONhS8pN5UbzqoZlLF69kI","ford., Knapsack",spotify:album:1WAExahkEGsMUauWU4CS6f,(The) Evening,spotify:artist:7ItbAZITSFxSy5LJChXe18,ford.,2018-11-16,https://i.scdn.co/image/ab67616d0000b273e95c575d8c7ee842ad01405e,1,4,192000,,False,44,,2019-11-07T15:25:15Z,0.777,0.577,0.0,-5.595,1.0,0.0556,0.137,0.888,0.251,0.392,95.018,4.0,True
2290,spotify:track:2T5iG14DPRlkhsB0sTDXjv,Highscore,"spotify:artist:3K0GDmmiRwn1Zc7RZzTeAz, spotify:artist:5EEuae5uigQnwgYCl0s8EF","Panda Eyes, Teminite",spotify:album:4Wxj4pW0nuztflQ31qpkKp,Kiko,spotify:artist:3K0GDmmiRwn1Zc7RZzTeAz,Panda Eyes,2015-10-16,https://i.scdn.co/image/ab67616d0000b273884129cd451b96b04d89f26a,1,4,259683,,False,0,,2017-07-22T21:03:06Z,0.603,0.854,10.0,-4.802,0.0,0.0422,0.00212,0.861,0.0623,0.279,109.978,4.0,True
2291,spotify:track:1zucHJN4WKHIzSL4FyiJw9,Innermission,"spotify:artist:4xRYI6VqpkE3UwrDrAZL8L, spotify:artist:2uvY5pgdD9t1CZ5zMNw1rl","Logic, Lucy Rose",spotify:album:5dOpbgAmJeyoakKQ0QLWkR,The Incredible True Story,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Logic,2015-11-13,https://i.scdn.co/image/ab67616d0000b273f0f7649257d4b99460929ced,1,7,240053,https://p.scdn.co/mp3-preview/44da4df59e496eca1bbc135fbba7ad2f10d0be96?cid=9950ac751e34487dbbe027c4fd7f8e99,True,52,,2016-02-17T03:39:58Z,0.741,0.759,8.0,-4.387,1.0,0.21,0.58,0.0,0.103,0.49,95.101,4.0,False
2292,spotify:track:6nEkxYIEnrbYH7h1hJ8Xn6,She Loves You - Mono / Remastered,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles,spotify:album:7vEJAtP3KgKSpOHVgwm3Eh,1 (Remastered),spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles,2000-11-13,https://i.scdn.co/image/ab67616d0000b273582d56ce20fe0146ffa0e5cf,1,3,140920,https://p.scdn.co/mp3-preview/413fe2fe350d89e9bead5deb260f763f845cc84d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,66,,2017-01-14T07:17:20Z,0.377,0.916,4.0,-3.199,0.0,0.0481,0.26,0.0,0.074,0.912,75.533,4.0,False
2293,spotify:track:5xwKCPdE3kyU0XwqfbyQsx,Pills,spotify:artist:3MZsBdqDrRTJihTHQrO6Dq,Joji,spotify:album:6ZksrxRWlJ7ExylPyJwfLJ,In Tongues (Deluxe),spotify:artist:3MZsBdqDrRTJihTHQrO6Dq,Joji,2018-02-14,https://i.scdn.co/image/ab67616d0000b2738e947f66f6d4eeaa56a28767,1,2,187133,https://p.scdn.co/mp3-preview/132a1927892e4609733547aa1f017be995a48ff7?cid=9950ac751e34487dbbe027c4fd7f8e99,True,60,,2018-04-07T18:34:10Z,0.454,0.407,11.0,-10.733,1.0,0.0739,0.582,0.774,0.117,0.242,81.401,3.0,False
2294,spotify:track:3QpN3dazIcMNqru0L1qLMt,2/2 - Remastered 2004,spotify:artist:7MSUfLeTdDEoZiJPDSBXgi,Brian Eno,spotify:album:063f8Ej8rLVTz9KkjQKEMa,Ambient 1/Music For Airports,spotify:artist:7MSUfLeTdDEoZiJPDSBXgi,Brian Eno,1978,https://i.scdn.co/image/ab67616d0000b27337a379ca6520eaf191de6ff2,1,4,578466,https://p.scdn.co/mp3-preview/ab66bce9ea2a7cb0106000ecb662726efcfe5092?cid=9950ac751e34487dbbe027c4fd7f8e99,False,43,,2017-04-22T07:49:44Z,0.063,0.0295,2.0,-25.697,0.0,0.0361,0.976,0.947,0.108,0.0572,67.369,4.0,True
2295,spotify:track:2nx98rg9jAdhPldUQwJYIK,The Girl,spotify:artist:2YKp8Odp8GGbAkVU60Yk2Y,Coconut Records,spotify:album:0uZKAp7BWxoXGSuA36S7bM,Goats (Original Score),spotify:artist:2YKp8Odp8GGbAkVU60Yk2Y,Coconut Records,2012-08-07,https://i.scdn.co/image/ab67616d0000b27381a68df89c17f2fbf6e2a311,1,3,55355,https://p.scdn.co/mp3-preview/01e3aab012a7f5d43950c984315ab36ee4465a7e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,15,,2015-10-26T05:59:07Z,0.618,0.197,4.0,-14.864,1.0,0.0424,0.812,0.283,0.187,0.233,100.059,4.0,False
2296,spotify:track:3hFEzaNnehg3h8mtPBAoHL,Trois Gymnopédies: I. Lent et Douloreux,spotify:artist:4EwwAmTFa6CP4WmzTedpX3,Richard P John,spotify:album:6uliyXr5EyFHnHVefk7SzV,Satie - Selected Works,spotify:artist:4EwwAmTFa6CP4WmzTedpX3,Richard P John,2018-06-01,https://i.scdn.co/image/ab67616d0000b27323f9f1f7e2263d54cb0da9c2,1,1,270000,https://p.scdn.co/mp3-preview/1bbe34fa692c0769a73d2804e58ee38ee10e3720?cid=9950ac751e34487dbbe027c4fd7f8e99,False,35,,2018-09-14T05:01:23Z,0.453,0.026,7.0,-31.057,1.0,0.0732,0.992,0.968,0.136,0.269,180.864,3.0,False
2297,spotify:track:52BtXJ0xl9t1n6ASsbBzIg,For So Long - Original Mix,spotify:artist:16yUpGkBRgc2eDMd3bB3Uw,MitiS,spotify:album:6R8tCOIBA0Z0LPTlH5wlxr,Oasis,spotify:artist:16yUpGkBRgc2eDMd3bB3Uw,MitiS,2014-09-30,https://i.scdn.co/image/ab67616d0000b27344f566284e868023783b8bb9,1,2,330937,https://p.scdn.co/mp3-preview/62caa2d37d292fe943681a4462163c34f2657673?cid=9950ac751e34487dbbe027c4fd7f8e99,False,21,,2017-04-22T08:12:37Z,0.732,0.688,8.0,-7.396,1.0,0.0373,0.0845,0.0385,0.173,0.0465,128.024,4.0,False
2298,spotify:track:1WjpjfX7ngNNAojKOAK6sA,Solo Dolo Part II,"spotify:artist:0fA0VVWsXO9YnASrzqfmYu, spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg","Kid Cudi, Kendrick Lamar",spotify:album:5svfcB1dHyUWTWlhb4TihU,Indicud,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,2013-01-01,https://i.scdn.co/image/ab67616d0000b273a0833b35c7f150ab9a3803ce,1,7,214440,,True,0,,2015-11-09T07:15:16Z,0.731,0.895,7.0,-5.526,1.0,0.21,0.15,2.66e-05,0.185,0.309,105.19,4.0,False
2299,spotify:track:3ToO9EBuxj9gOgA5ZWbzJU,World In My Hands,"spotify:artist:7Hjbimq43OgxaBRpFXic4x, spotify:artist:1ybINI1qPiFbwDXamRtwxD, spotify:artist:0S5ob80J5YwzgsVXiHR8LE","Saba, Smino, Legit",spotify:album:10UscF31tC7Sz8S2a1mGbM,Bucket List Project,spotify:artist:7Hjbimq43OgxaBRpFXic4x,Saba,2016-10-27,https://i.scdn.co/image/ab67616d0000b273eec9bfc96c9e0495b35e2257,1,13,230625,https://p.scdn.co/mp3-preview/81608189fbed9317086a97a501fec0a52ea50920?cid=9950ac751e34487dbbe027c4fd7f8e99,True,44,,2017-08-17T07:03:41Z,0.816,0.691,1.0,-4.772,0.0,0.158,0.0495,0.0,0.083,0.403,136.057,4.0,False
2300,spotify:track:27Es1J9GNKf0pZLy3sdzjl,If I Was A Folkstar,spotify:artist:3C8RpaI3Go0yFF9whvKoED,The Avalanches,spotify:album:0j0djiGxLnBiW7meVc2PER,Wildflower,spotify:artist:3C8RpaI3Go0yFF9whvKoED,The Avalanches,2016-07-08,https://i.scdn.co/image/ab67616d0000b27383cd9f1352bc315536480be6,1,6,273253,https://p.scdn.co/mp3-preview/f07d99cb103ea55cb6acee148165bbce6835860c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,49,,2018-01-19T07:31:07Z,0.669,0.917,10.0,-8.06,1.0,0.0471,0.575,0.801,0.0968,0.923,123.179,4.0,True
2301,spotify:track:0Z7S8ity4SYlkzbJpejd1v,It All Feels Right,spotify:artist:5juOkIIy18sFw9L30syt1Z,Washed Out,spotify:album:72b7KBNzYH54BtZ5FBSFqi,Paracosm,spotify:artist:5juOkIIy18sFw9L30syt1Z,Washed Out,2013-08-13,https://i.scdn.co/image/ab67616d0000b273061630ac78af91db34e9c870,1,2,245654,,False,0,,2020-02-10T19:44:22Z,0.189,0.74,2.0,-8.439,1.0,0.0424,0.000247,0.0167,0.469,0.265,78.552,4.0,False
2302,spotify:track:4jnE0kIfLcrW3221E4kmsU,Iris Road,"spotify:artist:2scnOsuExko5GJdIYZdEnC, spotify:artist:2N79L5eT2Xraec4UJsi2Fz","Rachel Bobbitt, Justice Der",spotify:album:1w1dwBat0Ddr8nzmdjaMae,When This Plane Goes Down,"spotify:artist:2scnOsuExko5GJdIYZdEnC, spotify:artist:2N79L5eT2Xraec4UJsi2Fz","Rachel Bobbitt, Justice Der",2019-10-25,https://i.scdn.co/image/ab67616d0000b2737004f779cf9613f66b295625,1,2,217241,https://p.scdn.co/mp3-preview/84e49d885c12f76ac1568081a9a15ea656c7fcde?cid=9950ac751e34487dbbe027c4fd7f8e99,False,39,,2020-06-22T16:41:15Z,0.437,0.725,4.0,-5.557,0.0,0.0323,0.496,0.000146,0.201,0.369,144.873,4.0,True
2303,spotify:track:53dmBFkPpJQM41LF3wJdFM,The 1975,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975,spotify:album:0mkOUedmYlOzCC4tOm2v0c,The 1975 (Deluxe Version),spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975,2013,https://i.scdn.co/image/ab67616d0000b273ebcc3ef64dbef8acb47e2960,1,1,79929,https://p.scdn.co/mp3-preview/94e57cee9a0eca4a15719956a81051e3c736f706?cid=9950ac751e34487dbbe027c4fd7f8e99,False,40,,2016-01-12T13:43:18Z,0.159,0.403,2.0,-14.229,1.0,0.0468,0.00121,0.561,0.213,0.0534,131.851,5.0,True
2304,spotify:track:7brQHA2CgQpcMBiOlfiXYb,Afraid,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,spotify:album:4xkM0BwLM9H2IUcbYzpcBI,I Love You.,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,2013-04-19,https://i.scdn.co/image/ab67616d0000b27378f71c0d2fe34592a3c18f80,1,2,251186,https://p.scdn.co/mp3-preview/d5d9a119acf372dce95713c4ca92136fad40b711?cid=9950ac751e34487dbbe027c4fd7f8e99,True,75,,2017-07-22T21:05:49Z,0.464,0.701,6.0,-5.693,0.0,0.0411,0.00892,0.309,0.335,0.356,83.996,4.0,False
2305,spotify:track:1T3cZ3XAnIjc9M91bhshcu,Carrollton,spotify:artist:1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,spotify:album:0jqY5RtEq4j2i7RZtwkSad,Carrollton,spotify:artist:1VPmR4DJC1PlOtd0IADAO0,$uicideboy$,2018-08-01,https://i.scdn.co/image/ab67616d0000b2732410955dd98952b99297579a,1,1,203897,,True,8,,2018-08-08T21:02:13Z,0.844,0.52,5.0,-10.626,0.0,0.533,0.00221,0.00122,0.7,0.289,149.995,4.0,True
2306,spotify:track:6d8MHAb3LSuAz42yyDM4q1,1 Thot 2 Thot Red Thot Blue Thot,spotify:artist:2YOYua8FpudSEiB9s88IgQ,Yung Gravy,spotify:album:5NzH6fcFm8wDGjXC8PTmIl,1 Thot 2 Thot Red Thot Blue Thot,spotify:artist:2YOYua8FpudSEiB9s88IgQ,Yung Gravy,2017-07-12,https://i.scdn.co/image/ab67616d0000b273bbf61149f5451eb6497cf473,1,1,130923,,True,0,,2018-05-12T17:56:20Z,0.766,0.737,3.0,-8.312,0.0,0.167,0.0955,0.0327,0.0719,0.704,79.995,4.0,False
2307,spotify:track:6QOfkcfdrEZ2nwi5R9KJTK,"Year One, One Ufo",spotify:artist:63MQldklfxkjYDoUE4Tppz,M83,spotify:album:6R0ynY7RF20ofs9GJR5TXR,"Hurry Up, We're Dreaming",spotify:artist:63MQldklfxkjYDoUE4Tppz,M83,2011,https://i.scdn.co/image/ab67616d0000b27389c5c957f376e8c87ed23dcc,2,6,197693,https://p.scdn.co/mp3-preview/7b1476f73ba1196b5c37755bbb99f091150bbe56?cid=9950ac751e34487dbbe027c4fd7f8e99,False,33,,2017-04-22T08:11:22Z,0.414,0.903,9.0,-6.823,1.0,0.0458,4.49e-05,0.687,0.158,0.369,147.047,4.0,False
2308,spotify:track:3ZHGodCDCyhv7uNyEGdYuy,The Greatest,spotify:artist:16GcWuvvybAoaHr0NqT8Eh,Alabama Shakes,spotify:album:6TWqxofcKQaZ9gHI49G36P,Sound & Color,spotify:artist:16GcWuvvybAoaHr0NqT8Eh,Alabama Shakes,2015-04-21,https://i.scdn.co/image/ab67616d0000b2733ac1c6d65fc596eeb9234ef2,1,8,229746,,False,0,,2019-03-16T18:41:26Z,0.211,0.915,6.0,-2.051,0.0,0.136,0.000533,0.407,0.069,0.625,160.146,4.0,True
2309,spotify:track:0ExZ7MllemtIZ78PLJ0Ppn,Leaving Home,spotify:artist:2YKp8Odp8GGbAkVU60Yk2Y,Coconut Records,spotify:album:0uZKAp7BWxoXGSuA36S7bM,Goats (Original Score),spotify:artist:2YKp8Odp8GGbAkVU60Yk2Y,Coconut Records,2012-08-07,https://i.scdn.co/image/ab67616d0000b27381a68df89c17f2fbf6e2a311,1,2,53640,https://p.scdn.co/mp3-preview/ed8bf6ae4115380ad658e0d9fbae8ebe6540e8d5?cid=9950ac751e34487dbbe027c4fd7f8e99,False,16,,2015-10-26T05:59:07Z,0.269,0.226,2.0,-15.125,1.0,0.0398,0.892,0.941,0.0843,0.4,108.467,4.0,False
2310,spotify:track:6ZaWiYupgo7KAl7uZTQklx,Satin PSICODELIC,spotify:artist:4tRZRfhgfLEIUI9mw9Njy2,Sunni Colón,spotify:album:1HRzxvSMJSc6sNHrU2JA1W,Satin Psicodelic,spotify:artist:4tRZRfhgfLEIUI9mw9Njy2,Sunni Colón,2018-08-29,https://i.scdn.co/image/ab67616d0000b273abb62282b796392b18ee5f76,1,7,304481,https://p.scdn.co/mp3-preview/4c95937399fa1eb5a76d1a940803916dc75a841b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,49,,2020-02-12T05:00:54Z,0.626,0.776,5.0,-10.444,0.0,0.033,0.00798,0.0343,0.125,0.564,103.047,4.0,True
2311,spotify:track:0lEwO2YMAAMS9yA7mRm2Qj,Skrillex Orchestral Suite by Varien - Bonus Track Version,spotify:artist:5he5w2lnU9x7JFhnwcekXX,Skrillex,spotify:album:5XJ2NeBxZP3HFM8VoBQEUe,Bangarang EP,spotify:artist:5he5w2lnU9x7JFhnwcekXX,Skrillex,2011-12-27,https://i.scdn.co/image/ab67616d0000b2736081278cb62df2757d55633b,1,8,414746,https://p.scdn.co/mp3-preview/145149b63c9cc3a9f2aa800fa3c89ae1e46228c8?cid=9950ac751e34487dbbe027c4fd7f8e99,False,39,,2017-07-22T22:04:52Z,0.176,0.479,7.0,-7.471,0.0,0.0282,0.654,0.591,0.13,0.0673,100.831,4.0,True
2312,spotify:track:0uWBxatLqMmMRrBBij6y9c,City in Florida,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,deadmau5,spotify:album:47MVgO7XNmxzoYSJIvqxAG,4x4=12,spotify:artist:2CIMQHirSU0MQqyYHq0eOx,deadmau5,2010-12-06,https://i.scdn.co/image/ab67616d0000b273baf5dcaa110898f2dfc3abfd,1,3,340261,https://p.scdn.co/mp3-preview/214f7eb94b9d68d6e92a3b4b150b589992199efc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,19,,2017-07-22T21:06:48Z,0.79,0.585,1.0,-7.345,1.0,0.1,4.77e-06,0.893,0.0867,0.43,128.049,4.0,False
2313,spotify:track:7gsArdm7rk6X6wsMr2QKWS,From The Ritz To The Rubble,spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:album:0ndGMh4twJNzPpr5XtHTR2,"Whatever People Say I Am, That's What I'm Not",spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,2006-02-21,https://i.scdn.co/image/ab67616d0000b273dcd504f678c14b1593605ff5,1,12,193426,https://p.scdn.co/mp3-preview/adb4300b31fc1f1e9e352d0af723fc2d3628e3ec?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,,2017-04-22T07:40:57Z,0.216,0.882,11.0,-5.176,0.0,0.0439,0.00147,0.0,0.308,0.656,189.286,4.0,True
2314,spotify:track:6HBSSVm0X3z178D6FaXj9d,Under the Light,spotify:artist:3M8JKaNdIRChzvxVK1XxKm,Fleece,spotify:album:2PuXMzeWFG1N7meAXFVMoq,Voyager,spotify:artist:3M8JKaNdIRChzvxVK1XxKm,Fleece,2017-01-19,https://i.scdn.co/image/ab67616d0000b273d66a29784e4b733c329362e2,1,1,285655,,False,0,,2018-02-26T02:04:28Z,0.455,0.579,5.0,-8.172,1.0,0.0307,0.403,0.555,0.0925,0.495,140.015,4.0,False
2315,spotify:track:2DmIDwMhMA3V0KipI78nM1,No Step on Wing,spotify:artist:5gqhueRUZEa7VDnQt4HODp,Nils Frahm,spotify:album:5XD78Fc6jfSfFYgwynseoI,Empty,spotify:artist:5gqhueRUZEa7VDnQt4HODp,Nils Frahm,2020-03-28,https://i.scdn.co/image/ab67616d0000b273f4f04f0b108fe6fdb6201f13,1,3,286986,https://p.scdn.co/mp3-preview/3dacdcc974c08a2b6818ca43bd5fd45251cf6c1a?cid=9950ac751e34487dbbe027c4fd7f8e99,False,48,,2021-05-17T16:51:24Z,0.181,0.161,11.0,-27.538,1.0,0.0348,0.931,0.947,0.134,0.24,93.444,4.0,False
2316,spotify:track:4Ifels0Uxl7C8sq6lbdio8,Close Your Eyes,spotify:artist:5nYfBUxnHtI6LAp32fl9qY,Netherfriends,spotify:album:7b89xxwnA7CbMzmcC8qLpy,Sleep on Me,spotify:artist:5nYfBUxnHtI6LAp32fl9qY,Netherfriends,2017-07-29,https://i.scdn.co/image/ab67616d0000b273d2c9264253d4812e478c97b8,1,1,390949,https://p.scdn.co/mp3-preview/8dc6e00f5f8d85072634c7556a0edce0eef22e90?cid=9950ac751e34487dbbe027c4fd7f8e99,False,19,,2019-12-21T12:52:59Z,0.224,0.00517,3.0,-34.576,0.0,0.045,0.981,0.648,0.176,0.0352,130.284,5.0,False
2317,spotify:track:4gAakyurZ4cbgnPyTuswp7,Amen,spotify:artist:2IDLDx25HU1nQMKde4n61a,Rich Brian,spotify:album:4Y2V5TihhuWyKGnUzLQEpH,Amen,spotify:artist:2IDLDx25HU1nQMKde4n61a,Rich Brian,2018-02-02,https://i.scdn.co/image/ab67616d0000b2739143032571ada4b5dd581f5c,1,1,116709,https://p.scdn.co/mp3-preview/dea73ad3bcb047980d8c882d5fcee46a8c2b1f8f?cid=9950ac751e34487dbbe027c4fd7f8e99,True,47,,2018-02-20T23:51:15Z,0.918,0.684,11.0,-9.208,0.0,0.285,0.35,3.16e-06,0.0907,0.774,140.077,4.0,False
2318,spotify:track:3bA1iq8gddrg5DvgyqdXD5,Bounce,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Logic,spotify:album:3mmsiTfdurVQwtBCO9MDD5,Under Pressure,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Logic,2014-10-21,https://i.scdn.co/image/ab67616d0000b2735d349db0ade7b17f7c60b049,1,6,244880,https://p.scdn.co/mp3-preview/4efbf596e9e1ddc2ccc51944d7ddd21d3b23040c?cid=9950ac751e34487dbbe027c4fd7f8e99,True,42,,2017-04-22T07:43:53Z,0.621,0.631,4.0,-6.323,0.0,0.169,0.164,0.0,0.264,0.282,157.797,4.0,False
2319,spotify:track:46ZIx14CkIX8oxNWPU8dlc,Edge Of The World Pt. 1,spotify:artist:4skJp5OKvcc9eKokiuhi2s,Pond,spotify:album:2SHfOtnJrQc1piY2KyMOIF,The Weather,spotify:artist:4skJp5OKvcc9eKokiuhi2s,Pond,2017-05-05,https://i.scdn.co/image/ab67616d0000b273171bd0187368a4789437067e,1,5,294120,https://p.scdn.co/mp3-preview/e0d5e29ccda1a9cb5fa41759a28141458f1da65d?cid=9950ac751e34487dbbe027c4fd7f8e99,False,30,,2018-03-13T02:14:05Z,0.223,0.613,7.0,-6.459,1.0,0.0318,0.0792,0.00189,0.685,0.193,102.12,4.0,False
